operating_hours,temperature,vibration,pressure,age_months,maintenance_count,load_percentage,rpm,humidity,power_consumption,failure
3211.1,115.0,5.83,126.1,108,10,12.4,3847.6,42.9,703.9,0
10025.8,82.4,5.98,166.0,4,19,49.9,3087.0,76.0,272.0,0
176.3,89.2,3.18,155.8,62,6,62.9,2320.7,66.9,1624.3,0
4549.1,78.6,1.68,67.8,48,14,96.1,2714.5,33.8,1628.5,0
4048.1,47.5,4.17,138.7,28,8,61.7,2973.4,64.8,1275.8,0
231.9,101.4,7.37,195.4,16,14,24.3,1577.4,73.1,1201.2,0
1492.4,99.8,5.12,73.5,103,11,56.6,2201.7,49.2,1838.3,0
4963.7,64.9,1.38,177.9,89,17,45.6,1815.9,38.4,435.3,0
5914.4,64.5,5.46,155.4,77,5,53.1,2247.9,70.9,1271.4,1
4851.5,107.0,3.42,166.1,69,17,27.7,2752.5,65.8,194.6,0
6371.3,45.8,4.73,92.3,30,17,55.1,1280.1,25.8,367.6,0
7141.6,110.5,5.87,93.2,65,5,23.5,2270.8,70.0,930.8,1
119.1,60.5,4.12,185.9,69,14,77.0,2234.7,56.6,1660.3,0
5569.1,87.4,6.51,104.0,118,18,63.5,1787.0,76.5,1493.0,1
11562.0,114.9,5.78,59.5,14,4,17.1,4993.2,34.3,1950.7,1
6228.4,94.2,4.92,140.1,75,3,90.1,831.3,39.4,185.2,1
8130.5,73.2,1.21,68.7,34,16,65.5,3393.3,60.7,824.6,0
3742.4,95.2,6.69,169.5,56,20,38.4,1285.0,56.1,401.7,1
9287.9,67.5,7.49,146.3,29,9,14.1,4277.9,49.0,170.2,0
9275.1,62.2,1.1,181.2,82,11,66.9,4613.9,76.0,602.4,0
6255.6,119.7,3.91,167.7,79,4,43.6,2306.7,62.4,564.5,1
11712.2,100.1,2.07,66.8,110,6,91.7,4205.7,73.3,898.1,1
1506.6,91.6,6.04,107.2,25,11,13.1,1624.6,31.5,366.2,0
203.4,68.4,5.77,166.2,94,1,13.5,1130.3,74.7,1028.3,0
9241.9,43.9,1.13,112.6,109,19,95.4,1921.5,54.6,1848.2,0
9685.9,42.5,7.02,195.9,66,16,96.8,2037.5,22.5,1521.6,0
1442.5,84.3,1.45,160.4,115,12,12.5,2288.1,37.6,1700.1,0
3187.0,101.0,6.38,52.3,40,4,74.4,2178.3,21.9,1629.0,1
210.6,83.0,3.66,182.0,91,4,29.9,2350.2,54.3,840.3,1
3519.7,107.3,2.63,65.1,118,19,73.1,3695.2,44.4,1447.0,1
9277.7,42.7,1.27,71.1,113,11,88.2,1605.1,94.1,1533.1,0
6215.5,69.3,1.34,160.2,15,11,19.1,583.6,85.1,490.7,0
4177.1,59.0,5.3,179.7,32,6,31.5,2703.6,81.9,1734.5,1
4460.9,75.8,4.4,130.5,20,5,12.2,2517.3,57.6,969.7,0
16.2,45.8,0.98,93.4,53,9,13.9,770.3,80.5,131.1,0
3597.6,116.3,0.9,102.7,78,18,12.7,1102.1,40.0,1322.4,1
7757.5,57.9,0.58,101.4,91,15,82.1,2794.6,62.0,1385.8,0
11690.3,113.8,5.95,99.0,67,1,36.8,1556.4,49.5,1148.3,1
10164.7,74.1,5.7,86.4,49,3,54.4,4449.2,32.9,503.6,1
283.1,118.8,0.47,141.3,67,8,80.9,1279.8,25.4,1016.3,0
10782.7,84.3,4.48,185.1,77,4,54.5,590.6,61.9,860.2,0
9398.4,114.5,0.68,96.1,89,0,48.6,2514.0,27.3,1951.9,1
9364.5,40.4,7.23,78.0,82,10,11.0,4937.7,73.9,1666.9,0
5495.9,99.9,7.26,175.8,1,18,61.1,3352.4,89.1,1547.6,1
4776.1,112.2,5.59,161.3,39,2,21.2,2093.1,32.2,444.0,1
3635.0,51.2,7.41,189.6,61,0,78.8,575.9,55.3,729.0,0
788.3,47.7,6.49,74.8,55,3,33.2,2682.3,75.4,821.5,0
2738.8,74.0,6.63,71.6,69,8,70.7,1429.1,41.5,1036.0,0
2959.2,114.7,4.56,131.2,2,15,68.2,3414.9,89.1,157.4,1
5808.9,83.4,2.45,142.2,94,6,65.5,3123.5,86.6,1226.7,1
8969.3,82.2,1.74,122.0,17,4,34.0,1693.5,27.8,779.9,0
5685.7,51.3,2.62,139.8,29,12,34.0,810.0,22.1,1167.2,0
694.1,40.1,5.03,77.1,117,10,87.7,3897.6,93.2,117.1,0
11493.5,104.8,1.38,121.9,106,13,11.2,3134.6,91.7,710.7,1
11312.7,47.0,2.07,148.7,4,16,26.3,4289.6,51.7,1560.5,0
9422.3,90.7,3.74,114.9,73,11,64.9,1669.1,23.8,1052.1,0
11895.9,113.2,1.86,151.9,64,20,83.5,3437.9,66.4,1598.9,1
6533.8,56.7,4.71,117.7,85,20,42.3,1034.1,42.0,1428.0,0
11553.2,93.2,7.39,100.0,43,20,68.8,1813.1,90.3,1724.3,1
907.3,46.3,5.98,95.5,76,18,60.1,3454.4,79.6,114.1,0
4388.2,88.3,5.33,111.6,12,4,15.8,4215.1,68.7,596.5,0
2704.6,53.1,4.66,53.5,50,7,66.0,1944.2,41.3,1142.7,0
2350.0,98.9,3.9,150.3,68,1,83.3,4094.8,72.6,1887.9,1
1689.6,64.1,1.49,176.8,61,16,99.3,3549.9,41.7,1391.6,0
7469.0,77.1,7.16,103.2,92,1,12.7,2069.0,22.8,967.5,1
9375.9,88.0,1.99,56.9,73,2,69.4,4443.8,58.1,347.3,1
6939.6,53.7,0.73,198.0,104,19,47.3,2791.5,56.7,1037.1,0
1763.6,99.3,6.0,89.6,51,17,10.9,3417.1,77.2,938.1,0
9733.5,64.2,1.4,69.0,120,14,65.3,2730.3,84.9,1579.0,0
7631.5,93.0,2.98,105.5,96,4,21.0,2537.2,46.6,885.4,1
4658.0,52.7,0.23,160.8,77,16,44.1,4315.9,53.7,705.8,0
8089.6,95.0,1.1,94.1,98,13,33.5,1826.2,55.3,270.5,0
3118.9,50.3,1.39,136.2,83,0,42.5,664.8,44.3,188.4,0
4142.3,74.0,0.44,112.3,78,13,54.3,4459.0,75.8,934.4,0
11009.8,59.8,5.25,67.7,5,8,42.3,4212.6,59.2,759.0,0
3486.1,99.9,6.7,99.5,91,4,59.7,2149.5,88.5,1155.1,1
5639.9,61.0,2.99,158.7,28,3,31.5,1334.5,68.8,1452.7,0
10681.7,110.5,7.0,141.8,90,0,67.2,3539.9,35.9,176.0,1
8492.7,111.3,1.71,68.0,10,2,86.8,854.4,32.4,1042.8,1
746.4,55.7,2.6,74.5,88,19,30.2,2406.9,47.9,1737.7,0
1767.6,89.1,1.21,146.1,81,10,55.7,886.4,46.0,964.8,0
94.1,47.0,4.96,172.0,52,15,68.4,3190.6,50.5,1090.4,0
7571.1,71.3,3.36,102.4,80,10,60.8,622.4,33.8,1024.9,0
5372.1,97.1,4.91,139.3,17,20,42.9,3331.6,93.4,840.6,1
1611.3,92.8,6.09,75.6,65,9,67.8,3529.4,30.9,309.2,0
11495.2,90.0,4.37,96.7,21,11,12.5,2692.2,68.9,340.1,1
6355.9,62.6,5.02,53.0,54,4,43.3,1287.5,21.0,440.3,0
2902.7,70.2,7.48,165.2,111,9,57.9,956.3,50.5,1605.9,0
6007.2,48.2,2.39,110.2,49,12,11.9,1909.8,43.2,623.1,0
8155.4,97.5,2.87,172.4,107,18,55.7,2593.4,48.7,1901.4,0
914.9,80.3,5.74,156.3,22,6,68.9,3389.9,57.4,1639.3,1
3296.4,96.7,4.89,174.3,69,15,78.3,505.6,65.0,1400.6,1
9683.6,59.9,1.43,92.8,64,5,20.2,3699.8,63.8,1468.7,1
5516.0,66.0,3.01,77.8,36,9,99.2,3707.2,67.3,190.5,0
6558.9,66.7,3.74,195.8,21,9,64.6,2500.4,83.3,1179.9,0
5193.8,42.1,3.36,157.6,56,10,42.7,2045.3,86.5,1888.0,0
526.8,67.3,1.43,175.1,73,9,32.4,4290.4,75.3,174.3,0
1989.0,104.3,7.4,52.0,91,13,61.6,4030.6,25.9,652.9,1
5346.5,111.8,6.1,103.2,48,14,89.4,4924.7,92.1,197.9,1
2510.2,81.5,3.85,161.4,76,6,56.9,2173.7,91.1,1182.5,0
599.7,76.4,5.44,61.7,18,12,69.5,4580.7,73.4,320.8,0
10123.8,42.5,7.18,135.1,118,10,42.2,893.3,58.8,1010.6,0
11774.3,110.3,1.09,114.4,99,6,44.9,2351.6,38.8,1467.9,1
9517.7,41.0,2.0,52.6,15,10,35.8,2594.2,76.7,412.4,0
10245.4,115.6,4.34,85.4,114,13,73.5,2483.9,85.8,1535.2,1
2903.7,79.1,6.39,92.7,44,16,42.3,3312.9,69.9,214.4,0
11527.5,67.4,0.29,66.8,94,15,27.2,1265.9,67.2,384.3,0
2363.1,113.9,7.87,144.7,45,0,43.2,4399.0,34.5,632.2,1
11417.2,42.0,3.64,86.4,97,8,86.8,2982.9,46.8,1612.6,0
11937.8,86.5,2.87,91.6,36,8,76.4,4568.9,74.2,1715.3,1
8540.7,83.9,2.34,184.7,40,9,40.1,511.8,21.3,518.7,0
11773.7,57.5,1.39,120.1,51,18,91.6,3334.9,68.1,282.0,0
6834.5,74.3,6.33,108.8,117,14,16.7,2356.1,77.5,1711.1,1
3114.5,92.2,7.64,158.6,30,15,14.5,2772.9,45.1,1333.8,0
5244.0,98.2,3.31,186.4,26,10,21.5,3847.1,25.7,399.9,0
7122.7,40.1,7.62,53.8,85,16,20.5,1522.2,81.4,1159.7,0
877.0,114.9,6.59,117.2,101,18,17.9,1422.0,30.6,1757.5,0
7468.1,53.2,3.85,141.6,107,12,69.5,3663.5,47.8,232.1,1
11774.1,58.7,5.39,97.8,31,5,64.1,2846.1,73.0,259.1,1
2281.3,61.1,3.48,165.9,120,14,68.3,1551.4,81.3,619.9,0
9511.1,43.0,4.47,195.7,56,15,72.0,2678.1,84.7,1339.3,0
10894.8,49.8,0.46,191.5,61,3,78.1,2568.0,59.8,438.2,1
11324.4,118.9,5.57,89.9,17,7,28.6,3611.5,55.7,1651.1,1
11521.6,65.2,0.42,84.0,81,6,66.0,512.0,83.6,1525.8,1
6257.5,49.2,6.54,193.6,98,16,62.2,3140.4,62.2,1165.9,1
11727.7,48.6,6.6,118.8,24,15,94.9,3225.6,63.4,320.5,1
9087.7,97.6,1.9,81.2,97,1,30.9,3854.8,52.5,1977.6,1
1940.1,108.4,2.59,156.0,4,16,15.3,4501.5,48.0,1031.1,0
5722.8,60.6,3.85,92.7,9,3,68.8,2480.9,56.0,958.9,0
8620.0,41.7,4.77,90.1,2,13,76.6,2041.3,47.4,1991.6,0
2968.1,57.8,2.3,181.9,35,7,35.5,960.4,45.8,1741.3,0
7687.4,44.5,4.74,74.4,38,4,61.4,2015.8,94.5,967.1,0
7999.2,48.3,2.38,59.7,45,4,15.4,808.2,45.2,895.7,0
1952.4,74.5,0.44,90.4,15,4,96.4,4112.7,39.2,282.2,0
6781.0,58.4,0.02,141.0,107,4,19.9,4131.5,46.5,1860.4,0
9259.5,81.3,0.81,68.5,42,2,16.1,2377.6,64.3,1703.2,0
5986.7,60.3,6.34,120.7,3,5,14.0,1668.4,88.3,689.0,0
145.2,115.2,7.69,144.1,31,0,48.5,1031.1,79.1,1531.3,1
108.5,112.5,3.42,177.3,52,7,18.7,4330.6,83.2,1549.2,0
4284.4,85.3,4.1,84.5,41,12,77.0,4448.7,84.4,533.0,0
11114.3,68.4,1.17,172.6,57,19,90.9,1698.3,89.0,1265.9,1
2744.1,70.5,4.41,85.2,42,5,33.4,3297.9,37.6,584.6,0
7612.4,72.9,1.16,151.5,53,17,66.6,1663.9,54.4,1600.8,0
2664.9,98.2,4.89,114.6,119,17,13.8,1513.1,48.9,392.2,0
3860.0,76.1,7.47,67.2,56,15,44.8,595.4,48.6,1370.9,0
10176.5,108.5,1.57,157.1,87,7,36.4,3097.2,68.9,719.4,1
8746.3,115.5,6.12,82.7,76,16,30.6,1174.7,50.1,168.7,0
1144.8,66.9,0.19,76.5,72,7,68.0,555.7,66.2,335.0,0
5144.4,84.9,3.0,103.7,53,14,21.7,971.8,48.7,1344.3,0
350.0,47.6,0.89,148.0,85,9,87.5,1912.0,43.3,555.8,0
5770.7,56.0,2.82,85.1,85,0,69.8,3511.2,46.5,1299.0,1
7949.2,73.1,1.39,77.5,32,8,74.0,1411.8,80.3,888.2,0
1422.0,56.5,2.99,51.5,81,16,94.2,4494.2,65.1,1416.2,0
3466.6,110.1,3.34,120.7,54,19,94.8,1798.2,93.0,1036.6,1
4774.0,52.7,2.4,114.3,37,0,59.6,1990.5,82.4,686.2,0
11034.4,76.5,5.25,85.1,88,8,54.6,1480.9,56.4,377.1,1
11919.1,88.5,7.35,58.0,8,13,40.2,1642.1,38.2,748.1,1
538.9,95.3,3.2,114.4,82,4,74.4,833.6,70.5,1306.3,1
9132.1,70.6,1.54,168.2,11,5,58.4,1826.5,74.5,1506.9,0
4460.7,109.5,2.17,157.3,54,4,94.0,4368.3,54.8,404.6,1
4709.5,85.5,6.83,179.1,60,3,31.5,3597.9,37.2,1362.1,1
9051.2,75.2,4.57,51.4,10,15,37.9,4438.7,61.8,440.6,0
11021.1,45.4,3.64,195.0,90,15,38.4,971.9,39.0,521.5,0
11411.1,77.2,1.2,101.2,111,9,82.5,2550.3,90.5,1109.5,1
6925.5,105.7,3.6,198.6,70,13,18.9,1531.6,67.2,649.5,0
4285.5,89.2,2.23,87.9,115,12,51.0,3745.5,41.9,1357.0,0
9450.6,106.6,7.55,120.7,81,3,48.5,4866.1,36.2,1916.0,1
3012.0,79.5,7.07,103.1,87,13,16.6,4169.1,73.8,382.9,1
6768.9,49.5,0.67,103.4,42,8,47.0,658.8,73.1,1184.0,0
4302.9,41.1,4.13,176.3,37,2,56.2,1925.0,64.8,1854.3,0
7879.6,64.3,1.8,162.0,92,9,15.9,628.6,66.1,435.4,0
2884.8,95.8,3.29,198.8,80,14,55.9,680.8,65.3,797.0,0
2299.1,103.2,7.01,142.0,76,18,96.3,857.8,47.0,334.9,0
11018.9,63.7,4.22,119.5,58,1,98.1,1743.5,90.3,1319.9,1
1221.6,79.7,2.67,63.5,85,1,57.9,1868.9,55.9,1371.4,0
6071.5,73.7,1.66,199.5,59,8,56.4,2302.0,21.5,1361.9,0
2650.2,72.8,6.4,132.7,24,3,35.7,2322.2,46.1,1130.0,0
467.2,58.5,5.0,155.1,28,4,99.7,3971.3,29.8,1517.9,0
432.2,50.9,3.74,111.0,37,1,34.7,1136.3,47.3,168.2,0
2102.7,55.7,1.74,132.2,21,6,50.8,1209.8,65.6,1919.3,0
10401.2,44.4,2.67,191.4,33,18,10.3,3319.7,21.7,522.0,0
3389.7,55.9,7.68,75.0,2,5,41.4,3072.8,85.3,331.0,0
11405.5,40.7,4.16,93.9,101,15,16.4,1193.0,65.8,1888.2,0
6979.5,90.2,3.21,72.8,119,13,76.9,4335.2,42.2,1677.8,1
5239.4,65.3,4.17,168.8,83,11,60.5,1980.8,43.3,1553.3,0
6961.1,117.9,6.23,59.3,28,5,61.5,2151.4,54.9,299.0,1
6200.4,55.5,2.72,62.2,15,12,35.8,2392.1,38.6,1634.3,0
9105.3,67.7,1.43,94.8,1,14,83.3,1952.2,20.3,1257.1,0
3390.0,68.6,4.68,127.1,107,13,10.3,3008.5,22.0,1490.6,0
4236.6,40.7,5.32,110.9,28,7,40.0,2248.9,46.8,1958.3,0
10729.1,107.1,5.7,56.7,50,20,69.4,1667.5,29.3,469.4,1
11357.5,42.6,7.06,193.6,35,19,91.7,4570.1,21.7,1058.3,1
10710.7,115.2,2.97,192.9,96,10,31.1,1887.6,84.4,1531.4,1
5033.4,111.4,0.6,91.9,28,20,58.7,3643.2,40.6,923.9,1
9364.4,82.8,7.67,159.7,9,8,58.4,2062.5,57.7,203.8,1
5716.0,83.5,3.48,136.8,24,11,88.7,2458.5,33.5,311.7,0
5970.5,92.3,4.99,85.6,63,5,14.5,1561.7,23.5,1244.0,0
2456.2,71.0,5.33,89.3,4,18,48.2,3885.5,75.9,641.5,0
7093.6,91.8,4.37,123.7,56,2,26.4,3817.4,29.4,361.9,0
2233.6,43.6,1.64,112.9,109,0,11.9,600.1,21.9,745.8,0
3978.8,44.3,6.04,93.7,41,14,23.2,770.9,64.0,481.9,0
10260.4,76.6,6.43,171.1,67,14,97.9,4650.7,21.0,145.5,1
2484.9,84.0,4.42,122.2,48,4,29.3,4499.7,52.7,388.4,0
853.9,111.0,3.91,148.2,86,10,94.2,2777.4,41.7,1777.8,0
828.1,48.4,0.91,78.4,104,0,28.5,2720.1,44.0,122.9,0
11289.4,105.8,0.67,130.0,58,9,93.8,4155.9,20.3,1570.3,1
6083.0,56.8,2.72,97.7,39,19,68.9,1123.0,92.3,1531.6,0
4912.9,71.5,2.49,129.0,119,10,20.2,3441.6,58.8,1172.1,0
9730.5,65.3,7.63,167.1,113,6,62.4,2641.9,62.9,496.1,1
10029.9,72.0,6.27,165.3,25,16,38.7,3845.0,70.0,1768.3,1
3986.3,52.0,5.28,103.1,60,11,44.5,635.5,79.8,1002.6,0
8323.4,80.3,4.14,154.1,112,3,49.6,3167.3,65.6,429.1,1
9253.5,104.1,1.34,191.2,117,11,48.0,3005.3,77.2,915.1,1
7855.8,75.3,7.83,143.9,86,2,69.8,4283.8,53.7,470.3,1
1819.1,79.2,3.0,72.3,114,17,79.2,3545.8,47.8,814.4,0
10510.6,107.9,0.86,152.0,112,11,39.6,4460.7,81.7,1043.7,1
6469.1,96.5,3.95,65.7,47,18,93.2,4492.7,84.9,783.8,1
3389.7,79.2,6.99,180.8,98,12,94.5,2336.7,30.3,1348.4,1
5102.7,60.6,7.1,127.5,61,15,13.7,1118.5,60.7,1878.2,0
450.9,110.8,0.09,107.8,84,7,11.3,3336.3,71.3,761.5,0
1534.4,86.2,7.09,58.6,100,5,48.3,4431.9,26.3,775.9,1
9186.6,57.7,2.17,107.1,101,9,63.2,837.3,89.7,1502.8,0
0.1,61.5,0.31,185.5,103,9,35.0,3010.7,59.0,1108.1,0
4998.8,104.3,6.78,53.1,27,5,33.3,1017.5,68.4,914.8,1
6270.1,43.5,6.91,121.2,111,7,71.1,621.5,33.4,1646.2,0
655.6,119.4,4.77,189.7,113,17,64.2,3558.4,39.8,1793.0,1
11676.9,50.4,4.6,109.2,96,16,25.0,3568.3,29.1,1222.1,0
2713.5,103.7,6.5,114.2,42,9,89.6,3203.0,39.8,451.7,1
3650.4,71.6,6.29,136.8,52,1,71.2,4366.5,56.9,985.9,0
3647.3,79.4,7.12,119.4,93,11,42.6,863.9,82.5,1058.3,0
2765.0,110.5,4.42,75.3,105,19,71.5,973.7,60.0,921.2,1
17.7,73.0,7.74,52.8,48,9,20.1,4390.4,38.3,598.6,0
8752.1,83.0,7.97,141.5,32,8,52.1,2764.7,23.3,997.4,1
11602.1,43.9,0.93,188.1,24,15,25.2,1728.7,66.6,948.4,0
2691.5,40.2,6.8,66.0,3,6,13.7,3821.7,51.5,498.0,0
7956.6,59.6,4.0,81.6,118,8,40.4,4524.8,93.8,1816.5,0
8902.8,94.4,3.1,105.5,27,5,23.6,3603.2,78.5,1782.1,1
10181.1,49.7,4.9,171.3,73,9,67.0,4063.7,80.6,1543.3,1
5071.6,49.1,0.45,90.4,40,6,70.7,1771.2,20.9,861.8,0
3635.2,72.9,4.05,182.3,23,17,23.4,1799.5,78.3,803.6,0
3903.5,91.8,6.97,58.2,7,10,12.2,4388.6,34.6,1461.3,0
8551.5,97.0,1.71,191.1,81,0,81.4,3266.9,63.9,1255.4,1
9801.4,54.3,3.41,134.1,37,20,10.2,1553.7,53.6,1241.1,0
2179.4,46.4,7.52,148.8,7,18,41.0,2858.7,62.9,335.8,0
4451.3,115.2,3.43,105.2,94,4,54.5,3586.4,30.0,1274.7,1
10823.3,60.9,2.87,167.3,77,5,83.7,1483.5,54.3,1813.5,1
9680.3,108.3,3.52,75.0,82,6,85.5,3447.1,22.8,263.1,1
11818.3,109.1,4.16,57.3,95,3,75.2,689.7,23.1,744.4,1
9051.0,101.8,5.06,109.3,22,15,32.2,1866.6,69.3,1067.1,1
4718.3,53.5,6.41,178.1,78,9,74.8,3532.9,91.4,1403.4,0
7087.7,105.7,3.62,163.2,82,14,32.2,1172.1,78.3,270.3,0
7932.2,101.5,6.54,127.6,99,12,29.3,1499.9,55.2,1758.3,0
941.5,87.7,4.27,135.8,17,7,59.2,4455.9,24.2,177.0,0
6534.0,67.0,2.71,69.5,19,12,71.1,3534.4,23.4,1729.6,0
8511.8,61.0,5.26,176.1,95,6,14.8,2745.1,31.8,152.5,0
2007.9,49.8,5.74,168.0,39,16,15.4,1449.0,93.2,391.7,0
9367.6,80.8,4.46,148.5,117,3,80.6,2036.3,49.9,1620.6,1
7005.3,86.8,0.45,119.9,36,6,87.4,3084.5,83.3,1734.3,0
11426.7,68.7,1.36,194.7,15,15,64.4,1198.9,72.9,1966.3,0
509.1,78.0,2.28,181.9,63,1,48.6,2667.8,65.4,319.9,0
3183.9,69.1,2.26,146.7,29,20,86.1,2340.4,91.1,1100.3,0
7218.6,91.3,5.39,105.8,60,13,75.6,2645.1,37.3,246.6,1
3558.7,112.1,0.15,142.7,56,13,62.2,975.0,54.1,397.2,1
8573.1,53.1,6.05,136.3,40,7,38.8,979.2,84.9,431.5,0
9108.1,70.5,2.12,109.1,16,5,27.8,4838.5,61.4,220.4,0
1230.2,51.3,2.48,96.0,33,6,47.7,4907.2,38.5,1796.7,0
6166.3,90.0,4.22,111.1,89,6,35.8,2417.7,35.7,340.1,1
6106.7,98.3,1.73,136.1,16,1,40.5,4050.5,76.5,1295.7,1
4431.4,114.6,7.08,114.2,30,3,56.4,3451.1,21.0,1288.9,1
11195.1,62.3,0.68,89.5,98,12,25.2,1026.1,88.6,477.4,0
9930.1,116.0,3.56,164.1,66,9,82.6,1835.1,21.4,1997.0,1
8366.5,45.1,6.8,129.7,104,8,23.1,1911.4,67.3,760.0,1
8571.9,88.2,4.93,60.2,44,14,53.3,3181.0,65.4,1819.7,1
5540.6,44.6,2.34,105.2,107,11,77.1,3109.9,63.4,1901.7,0
11051.9,111.5,3.37,182.7,38,9,53.7,4655.8,55.6,1903.1,1
8335.1,82.4,5.65,163.3,51,18,42.5,4055.2,83.9,1530.4,1
8747.8,93.5,7.79,98.5,60,20,52.7,4355.8,69.4,582.2,1
10340.3,106.5,7.15,190.7,18,4,86.4,4510.5,78.6,329.2,1
3288.9,52.0,2.74,61.5,5,6,99.1,4105.7,28.7,1182.8,0
9684.9,43.1,7.99,194.2,111,19,66.8,1998.0,23.7,784.1,0
2342.9,110.3,0.03,86.9,40,10,81.4,1467.6,22.1,1679.0,0
4144.1,65.2,0.22,51.4,6,15,11.3,3073.0,31.0,1515.5,0
4027.3,50.3,6.59,115.1,76,12,89.2,3603.1,70.0,625.3,0
11742.3,77.5,1.6,103.8,115,3,95.9,2239.6,57.1,132.3,1
10278.4,87.9,0.49,130.9,12,15,61.8,4317.5,76.4,550.9,1
8414.0,42.5,1.9,169.5,12,12,77.8,4822.5,34.4,1177.5,0
8724.7,62.0,3.41,176.4,73,0,56.1,3062.3,47.5,250.1,1
6744.9,42.6,5.84,110.2,120,3,35.8,2554.7,86.6,1350.7,0
11365.1,73.6,4.99,114.5,106,14,86.7,4293.0,90.2,1376.2,1
5955.1,111.6,1.9,72.2,22,20,63.7,609.2,89.1,421.8,0
4566.2,118.6,4.03,57.1,49,15,62.1,1080.6,81.4,1233.0,0
1956.4,91.0,7.41,146.2,50,3,69.3,4305.5,71.6,1253.2,1
9434.5,52.9,6.52,59.7,80,16,87.0,3794.1,88.5,1008.2,0
8813.3,112.5,2.59,160.1,4,10,75.9,2372.6,73.6,1911.2,1
4612.3,81.3,7.86,130.9,50,4,29.0,4499.8,91.5,305.5,0
302.3,52.3,5.67,79.8,3,12,52.0,2081.6,21.9,872.6,0
10068.0,113.7,0.5,130.9,16,11,98.2,3352.3,89.1,1777.5,1
137.0,100.6,0.28,77.4,14,2,59.9,3354.5,61.7,834.0,0
8444.4,98.5,1.35,115.8,64,3,94.4,1329.5,28.4,906.8,1
11643.1,96.7,5.82,169.9,120,9,83.2,1781.8,36.1,1369.7,1
5251.9,56.0,1.47,119.3,41,8,69.9,4622.0,83.9,1364.6,0
2819.7,56.9,4.09,72.3,102,9,41.4,1325.4,58.0,143.5,0
8458.5,95.1,0.75,158.6,68,12,37.4,1281.1,93.7,965.8,0
9805.5,57.6,7.37,78.0,59,0,67.9,2658.3,28.8,733.7,1
6557.2,75.1,2.75,160.8,2,11,48.9,914.9,50.9,1292.6,0
11604.4,102.6,7.27,121.9,119,10,81.9,4525.8,44.9,1155.8,1
620.0,102.7,7.56,118.1,10,20,78.4,950.7,58.7,1336.6,1
6057.5,76.3,0.05,177.7,75,7,38.1,3274.5,67.5,1342.2,0
8621.4,103.4,3.71,156.3,103,13,73.2,2029.0,69.6,584.3,1
10351.7,107.1,0.2,54.9,90,13,54.5,4119.2,20.1,568.3,0
2151.1,92.4,7.27,94.4,101,19,39.1,3154.1,26.7,803.5,0
9600.0,58.3,4.15,180.6,26,16,47.2,2247.4,22.6,559.7,0
6632.5,61.9,0.6,52.7,4,18,90.6,4927.4,84.8,1397.3,0
4758.6,65.2,0.88,131.8,90,19,42.4,798.0,43.5,1245.4,0
1580.6,49.3,3.07,159.2,102,20,35.9,3100.0,47.5,511.1,0
10383.5,61.9,7.52,143.3,28,20,41.7,4953.1,53.8,1779.8,1
1887.3,56.8,5.54,164.1,2,16,29.3,3609.3,83.7,975.3,0
3717.5,76.4,6.94,158.9,66,5,59.0,3829.0,21.1,341.4,0
3480.5,112.7,2.93,153.8,16,13,23.3,644.4,28.9,504.6,0
10457.0,48.4,0.35,173.2,57,17,83.6,596.1,71.4,1125.7,0
8072.4,97.6,7.79,146.9,23,16,30.3,662.5,92.3,743.0,1
9560.2,95.0,0.14,110.4,23,5,63.8,4962.8,68.2,1717.3,1
3005.6,47.7,7.58,120.8,77,4,21.3,4907.8,39.6,1040.0,1
7498.5,113.8,2.95,157.5,21,12,98.1,2005.3,59.0,1839.1,1
6861.0,85.5,0.08,181.4,103,15,50.9,1809.4,93.1,293.5,0
9994.0,69.1,5.51,90.8,25,20,84.0,1156.8,59.6,1370.3,0
10873.0,100.5,7.84,101.3,58,8,79.2,1981.1,48.0,1783.0,1
145.9,60.6,7.73,189.6,37,11,74.2,2165.7,48.8,656.6,1
8088.2,95.5,1.29,136.8,49,9,84.5,3867.3,92.5,357.8,1
622.0,43.2,1.45,76.8,77,12,19.0,4398.3,73.9,967.6,0
6586.3,107.2,4.52,149.6,15,18,71.1,3860.3,71.5,1926.5,1
3451.6,75.9,5.1,198.6,28,15,33.9,3409.1,37.4,1303.6,0
3681.3,90.9,5.92,173.5,67,16,80.7,3946.6,62.0,1323.6,1
4235.5,57.7,1.45,161.9,87,15,96.1,3823.2,46.8,1375.9,0
7455.5,94.2,7.67,81.2,4,13,91.1,2640.9,38.0,175.5,1
4008.6,101.8,5.11,181.4,47,15,20.3,2011.3,87.2,946.7,0
8792.4,77.9,6.78,128.9,50,14,43.3,1772.5,48.7,247.4,1
4854.3,89.4,4.32,183.4,60,11,42.8,3557.1,41.2,700.1,0
820.2,76.5,3.31,99.5,62,4,21.0,4816.9,89.9,1661.0,0
9405.1,111.5,7.82,59.3,67,10,18.8,3114.7,34.8,1346.9,1
3429.1,79.8,4.66,121.4,103,4,44.6,4606.4,75.9,1991.6,1
5193.2,107.3,6.93,90.5,72,10,99.3,564.0,69.0,427.1,1
8225.3,104.1,7.63,157.3,43,1,61.2,4075.1,89.0,854.4,1
3989.5,72.8,5.4,193.6,89,18,66.0,4341.2,82.4,1638.3,1
679.0,58.4,4.39,153.6,118,16,52.4,3339.5,72.9,509.8,0
4487.1,72.5,0.03,183.0,58,18,69.6,4703.3,43.6,392.1,0
